"CountryCode","SeriesCode","DESCRIPTION",
"BWA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BWA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BWA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BWA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"BWA","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"BWA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BWA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BWA","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"BWA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"BWA","IT.NET.USER.ZS","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BWA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BWA","IT.NET.BBND.P2","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BWA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BWA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BWA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BWA","IT.MLT.MAIN.P2","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","IT.CEL.SETS","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"CAF","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CAF","IT.MLT.MAIN","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","IT.MLT.MAIN.P2","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CAF","IT.NET.USER.ZS","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","ST.INT.TRNX.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data.",
"CAF","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CAF","IT.CEL.SETS","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"CAF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CAF","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Arrivals by air to Bangui only.",
"CAF","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CAF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CAF","ST.INT.XPND.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data.",
"CAF","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"CAF","ST.INT.TRNR.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data.",
"CAF","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"CAF","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CAF","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CAF","ST.INT.TVLR.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data.",
"CAF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CAF","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2021 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2021 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief. DSSI eligible and did not participate in 2020, but participating in 2021.",
"CAF","ST.INT.RCPT.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data.",
"CAF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CAF","ST.INT.TVLX.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data.",
"CAF","IT.NET.BBND","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","IT.CEL.SETS.P2","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CAF","IT.NET.BBND.P2","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAN","SP.DYN.LE00.FE.IN","Data source: Statistics Canada",
"CAN","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"CAN","SP.POP.TOTL","Data source: Statistics Canada",
"CAN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CAN","SP.DYN.TFRT.IN","Data source: Statistics Canada, United Nations World Population Prospects",
"CAN","IT.MLT.MAIN.P2","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CAN","IT.MLT.MAIN","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CAN","CM.MKT.LCAP.CD","Data for TMX Group. Data for years 2008-2012, 2014-2015, 2020 - includes Canadian Securities Exchange",
"CAN","CM.MKT.LDOM.NO","Data for TMX Group. Data for years 2008-2012, 2014-2015, 2020 - includes Canadian Securities Exchange",
"CAN","SP.DYN.CBRT.IN","Data source: Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects",
"CAN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CAN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CAN","IT.CEL.SETS","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","IS.RRS.GOOD.MT.K6","Source: OECD",
"CAN","IT.CEL.SETS.P2","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","IT.NET.USER.ZS","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","CM.MKT.TRNR","Method of calculation: Before 2000, total domestic value of share trading of TMX Group and Bourse de MontrÃ©al divided by total domestic market capitalization of the two exchanges. After 2000, Bourse de MontrÃ©al does not have a cash market and is thus excluded.",
"CAN","IT.NET.BBND.P2","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Data based on customs counts and adjusted using questionnaire surveys. Note: Different types of methodological changes that affect the estimates for 2000 and 2001 for expenditures and characteristics of International Tourists to Canada, have been introduced in 2002. Therefore, Statistics Canada advises not to compare the estimates for 2000 and 2001 with the years prior because of these methodological changes for the non-count estimates (one of the reasons average length of stay numbers are not provided).",
"CAN","IS.RRS.PASG.KM","Source: OECD",
"CAN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CAN","SP.DYN.LE00.MA.IN","Data source: Statistics Canada",
"CAN","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"CAN","IT.NET.BBND","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CAN","IS.RRS.TOTL.KM","Data before 2005 are for Canadian National Line only.",
"CAN","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). Until 2017: departures were estimated from arrivals of Canadian residents returning from abroad. From 2018: National Travel Survey. The data are not comparable with those of previous years.",
"CAN","SP.DYN.CDRT.IN","Data source: Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects",
"CAN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CAN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CAN","SP.POP.GROW","Data source: Statistics Canada",
"CAN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CAN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CAN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHE","IT.NET.BBND.P2","Swisscom. From 1999: OFCOM.",
"CHE","IT.NET.USER.ZS","Swisscom. From 1999: OFCOM.",
"CHE","IT.CEL.SETS.P2","Swisscom. From 1999: OFCOM.",
"CHE","MS.MIL.XPND.CD","1960-1989 SIPRI estimates.",
"CHE","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"CHE","SP.DYN.CBRT.IN","Data source: Eurostat",
"CHE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CHE","IT.NET.BBND","Swisscom. From 1999: OFCOM.",
"CHE","MS.MIL.XPND.CN","1960-1989 SIPRI estimates.",
"CHE","SP.DYN.LE00.FE.IN","Data source: Eurostat, Swiss Federal Statistical Office",
"CHE","MS.MIL.XPND.GD.ZS","1960-1989 SIPRI estimates.",
"CHE","IT.MLT.MAIN","Swisscom. From 1999: OFCOM.",
"CHE","SP.DYN.CDRT.IN","Data source: Eurostat",
"CHE","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CHE","MS.MIL.XPND.ZS","1960-1989 SIPRI estimates.",
"CHE","IT.MLT.MAIN.P2","Swisscom. From 1999: OFCOM.",
"CHE","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"CHE","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CHE","SP.DYN.TFRT.IN","Data source: Eurostat, Swiss Federal Statistical Office",
"CHE","SP.POP.TOTL","Data source: Eurostat",
"CHE","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","IS.SHP.GOOD.TU","Includes Liechtenstein",
"CHE","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"CHE","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHE","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHE","IS.RRS.PASG.KM","Source: OECD",
"CHE","SP.POP.GROW","Data source: Eurostat",
"CHE","IS.RRS.GOOD.MT.K6","Source: OECD",
"CHE","SP.DYN.LE00.MA.IN","Data source: Eurostat, Swiss Federal Statistical Office",
"CHE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CHE","IT.CEL.SETS","Swisscom. From 1999: OFCOM.",
"CHE","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. Until 2015: hotels and similar establishments (including health establishments). From 2016 onwards: all collective tourism establishments.",
"CHI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CHI","SP.DYN.TO65.FE.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CHI","SP.ADO.TFRT","Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.TO65.MA.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.0014.FE.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.0014.MA.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.0014.TO.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.1564.FE.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.1564.MA.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.1564.TO.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.65UP.FE.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CHI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. The estimates for the Channel Islands are based on the number of persons born outside the territory of Guernsey and Jersey.",
"CHI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Refers to Guernsey, and Jersey.",
"CHI","SP.POP.65UP.MA.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.65UP.TO.ZS","Refers to Guernsey, and Jersey.",
"CHI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CHI","SP.POP.BRTH.MF","Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CHI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CHI","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CHI","SP.POP.TOTL.FE.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CHI","SP.POP.TOTL.MA.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CHL","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"CHL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CHL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CHL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CHL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CHL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHL","IT.CEL.SETS","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CHL","IS.RRS.GOOD.MT.K6","Source: OECD",
"CHL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CHL","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CHL","IS.RRS.PASG.KM","Source: OECD",
"CHL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHL","IT.NET.BBND.P2","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). In 2017, a ""base year"" was carried out that allowed updating the behavior patterns of the land passes. From 2012 to 2015 they were estimated. From the year 2019 the Outbound Tourism figures expand according to “Departures of residents in Chile for tourist purposes”. Before this methodological change, the expansion was carried out according to “Arrivals at destination of residents in Chile”.",
"CHL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CHL","DT.DOD.DSTC.CD","Data on short-term debt on original maturity basis are based on reports provided by the country.",
"CHL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHL","ER.H2O.FWTL.K3","Data are imputed from 2007 onwards.",
"CHL","IT.NET.USER.ZS","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CHL","IT.NET.BBND","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CHL","IT.MLT.MAIN","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CHL","IT.MLT.MAIN.P2","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CHL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHL","IT.CEL.SETS.P2","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CHN","SP.POP.1564.TO.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","SP.POP.65UP.FE.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","IT.CEL.SETS","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CHN","SM.POP.TOTL","Estimates are imputed using model estimates. For purposes of estimation, the estimates for China, Hong Kong Special Administrative Region of China and Macao Special Administrative Region of China are derived and reported separately.",
"CHN","MS.MIL.XPND.CD","1989-2021 SIPRI estimates.",
"CHN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHN","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Including ethnic Chinese arriving from ""Hong Kong, China"", ""Macao, China"", ""Taiwan, Province of China"" and overseas Chinese, of which most same-day visitors are from ""Hong Kong, China"" and ""Macao, China"". From 2016: including arrivals of non-residents visitors through border areas in China. The data are not comparable with those of previous years.",
"CHN","MS.MIL.XPND.CN","1989-2021 SIPRI estimates.",
"CHN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CHN","SP.POP.65UP.MA.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","SP.POP.65UP.TO.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","SP.POP.BRTH.MF","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, long-term private nonguaranteed debt data, and short-term debt data for 2021 are World Bank staff estimates based on country aggregate reports.",
"CHN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHN","SP.DYN.CDRT.IN","Data source: National Bureau of Statistics",
"CHN","IS.RRS.GOOD.MT.K6","Source: OECD",
"CHN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CHN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CHN","SP.POP.GROW","Data source: National Bureau of Statistics",
"CHN","IS.RRS.PASG.KM","Source: OECD",
"CHN","MS.MIL.XPND.GD.ZS","1989-2021 SIPRI estimates.",
"CHN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHN","IT.NET.BBND.P2","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHN","SP.DYN.CBRT.IN","Data source: National Bureau of Statistics",
"CHN","MS.MIL.XPND.ZS","1989-2021 SIPRI estimates.",
"CHN","CM.MKT.TRNR","Method of calculation: Total domestic value of share trading of Shanghai Stock Exchange and Shenzhen Stock Exchange divided by the total domestic market capitalization of the two exchanges.",
"CHN","SP.POP.TOTL.MA.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","BX.KLT.DINV.CD.WD","Data based on BPM6.",
"CHN","SP.POP.TOTL.FE.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","IT.MLT.MAIN.P2","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","IT.MLT.MAIN","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","IT.NET.BBND","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","SP.POP.TOTL","Data source: National Bureau of Statistics",
"CHN","SP.POP.0014.FE.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHN","SP.POP.0014.MA.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","SP.DYN.TO65.MA.ZS","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","ST.INT.DPRT","Includes overnight visitors (tourists) only. Including air crew members and other servicemen.",
"CHN","SP.ADO.TFRT","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHN","IT.CEL.SETS.P2","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","IT.NET.USER.ZS","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","SP.POP.0014.TO.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHN","SP.POP.1564.FE.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CHN","SP.DYN.TO65.FE.ZS","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CHN","SP.POP.1564.MA.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CIV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CIV","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CIV","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CIV","IT.NET.BBND.P2","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","MS.MIL.XPND.GD.ZS","2012 SIPRI estimates.",
"CIV","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CIV","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"CIV","MS.MIL.XPND.ZS","2012 SIPRI estimates.",
"CIV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CIV","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CIV","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CIV","IT.NET.USER.ZS","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"CIV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CIV","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CIV","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2021 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2021 are World Bank staff estimates. Short-term debt for 2021 is based on data from the BIS. Data include the effects of Paris Club agreement signed in 2011 and 2019 and HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021.",
"CIV","IT.MLT.MAIN.P2","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CIV","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. 1995, 1996, 2007-2014: arrivals to Félix Houphouët Boigny Airport only. 2015: break in the series: figures include arrivals by land (road and railway).",
"CIV","IT.MLT.MAIN","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","IT.CEL.SETS.P2","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CIV","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CIV","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CIV","IT.NET.BBND","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","MS.MIL.XPND.CN","2012 SIPRI estimates.",
"CIV","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CIV","SP.POP.TOTL","Data source: United Nations World Population Prospects",
